Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
11711,Far Cry Instincts Evolution,XB,2006.0,Shooter,Ubisoft,0.06,0.02,0.0,0.0,0.08
15025,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
11888,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
6183,Sing Party,WiiU,2012.0,Misc,Nintendo,0.13,0.12,0.0,0.02,0.28
6843,Summon Night 3,PS2,2003.0,Role-Playing,Banpresto,0.0,0.0,0.24,0.0,0.24
9643,Dragon Ball: Origins,DS,2008.0,Action,Atari,0.09,0.03,0.0,0.01,0.13
3012,Need for Speed Rivals,XOne,2013.0,Racing,Electronic Arts,0.45,0.17,0.0,0.05,0.67
14603,Gekido Advance: Kintaro's Revenge,GBA,2002.0,Action,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
2971,The Sims: Medieval,PC,2011.0,Simulation,Electronic Arts,0.27,0.32,0.0,0.1,0.69
7969,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005.0,Action,Activision,0.09,0.07,0.0,0.02,0.19
11695,Vietcong: Purple Haze,XB,2004.0,Shooter,Gathering of Developers,0.06,0.02,0.0,0.0,0.08
8248,The Grim Adventures of Billy & Mandy,GC,2006.0,Action,Midway Games,0.13,0.03,0.0,0.0,0.17
5291,Mega Man X3,SNES,1995.0,Action,Laguna,0.04,0.01,0.3,0.0,0.35
9200,Master Jin Jin's IQ Challenge,DS,2006.0,Misc,505 Games,0.13,0.0,0.0,0.01,0.14
15712,Ultraman Star Chronicles,PSP,2013.0,Strategy,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
12087,OverBlood 2,PS,1998.0,Action,Evolution Games,0.0,0.0,0.06,0.0,0.07
11142,F1 2016 (Codemasters),XOne,2016.0,Racing,Codemasters,0.01,0.07,0.0,0.01,0.09
3245,Wild ARMs 3,PS2,2002.0,Role-Playing,Ubisoft,0.16,0.13,0.29,0.04,0.62
9039,Disney Infinity 2.0: Marvel Super Heroes,PSV,2015.0,Action,Disney Interactive Studios,0.0,0.11,0.0,0.03,0.14
14577,Secret Files 2: Puritas Cordis,Wii,2009.0,Adventure,Deep Silver,0.0,0.03,0.0,0.0,0.03
15124,Test Drive Unlimited,PC,2007.0,Racing,Atari,0.0,0.02,0.0,0.0,0.02
16166,Deus Ex,PC,2000.0,Role-Playing,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
9595,TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004.0,Racing,Codemasters,0.09,0.03,0.0,0.0,0.13
12290,Paws & Claws: Marine Rescue,DS,2011.0,Simulation,THQ,0.06,0.0,0.0,0.0,0.06
11911,James Cameron's Dark Angel,XB,2002.0,Action,Vivendi Games,0.05,0.02,0.0,0.0,0.07
5014,Marvel Nemesis: Rise of the Imperfects,GC,2005.0,Fighting,Electronic Arts,0.3,0.08,0.0,0.01,0.38
1469,Your Shape: Fitness Evolved,X360,2010.0,Sports,Ubisoft,0.79,0.42,0.0,0.11,1.33
10424,Gravity Games Bike: Street Vert Dirt,PS2,2002.0,Sports,Midway Games,0.05,0.04,0.0,0.01,0.1
5482,NCAA Basketball 10,PS3,2009.0,Sports,Electronic Arts,0.31,0.0,0.0,0.03,0.33
12625,Backyard Skateboarding 2006,GBA,2004.0,Sports,Atari,0.04,0.02,0.0,0.0,0.06
1227,Mario Golf: Toadstool Tour,GC,2003.0,Sports,Nintendo,1.09,0.15,0.25,0.04,1.53
8865,Space Station Silicon Valley,N64,1997.0,Adventure,Take-Two Interactive,0.12,0.03,0.0,0.0,0.15
10023,Doukoku Shoshite...,SAT,1998.0,Adventure,Data East,0.0,0.0,0.11,0.0,0.11
7070,World Series of Poker 2008: Battle for the Bracelets,PS2,2007.0,Misc,Activision,0.11,0.09,0.0,0.03,0.23
4353,Rock Band Country Track Pack,Wii,2009.0,Misc,MTV Games,0.42,0.0,0.0,0.03,0.45
6283,NHL Hitz 20-02,XB,2001.0,Sports,Midway Games,0.2,0.06,0.0,0.01,0.27
9316,Red Orchestra 2: Heroes of Stalingrad,PC,2011.0,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,0.14
4273,Crash Nitro Kart,GBA,2003.0,Racing,Vivendi Games,0.33,0.12,0.0,0.01,0.46
1099,Dying Light,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.63,0.66,0.11,0.26,1.66
2717,That's So Raven,GBA,2004.0,Adventure,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76
3670,Shrek 2,XB,2004.0,Platform,Activision,0.4,0.13,0.0,0.02,0.55
3040,007: Quantum of Solace,Wii,2008.0,Action,Activision,0.3,0.29,0.01,0.07,0.67
13980,Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007.0,Adventure,D3Publisher,0.0,0.0,0.04,0.0,0.04
4181,Virtua Tennis 4: World Tour,PSV,2011.0,Sports,Sega,0.05,0.3,0.01,0.12,0.47
4627,Army Men: Sarge's Heroes 2,N64,2000.0,Shooter,3DO,0.34,0.07,0.0,0.0,0.42
6829,Bass Pro Shops: The Hunt,Wii,2010.0,Sports,XS Games,0.23,0.0,0.0,0.02,0.24
8375,World Destruction League: Thunder Tanks,PS,2000.0,Action,3DO,0.09,0.06,0.0,0.01,0.17
2213,MLB 2000,PS,1999.0,Sports,Sony Computer Entertainment,0.52,0.35,0.0,0.06,0.94
5056,NCAA Final Four 2000,PS,1999.0,Sports,989 Sports,0.21,0.14,0.0,0.02,0.38
7351,Momotarou Dentetsu 16,PS2,2006.0,Misc,Hudson Soft,0.0,0.0,0.21,0.0,0.21
14529,Braid,PC,2009.0,Platform,Number None,0.0,0.02,0.0,0.01,0.03
15250,Kao Challengers,PSP,2005.0,Platform,Atari,0.02,0.0,0.0,0.0,0.02
3374,Front Mission,SNES,1995.0,Strategy,SquareSoft,0.0,0.0,0.6,0.0,0.6
3711,Ninokuni: Shikkoku no Madoushi,DS,2010.0,Role-Playing,Level 5,0.0,0.0,0.54,0.0,0.54
9800,Looney Tunes: Sheep Raider,PS,2001.0,Platform,Infogrames,0.07,0.05,0.0,0.01,0.12
3938,Dishonored,PC,2012.0,Action,Bethesda Softworks,0.26,0.19,0.0,0.06,0.51
8212,EyeToy: Kinetic,PS2,2005.0,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.17
15489,Virtual Kasparov,GBA,2002.0,Strategy,Titus,0.01,0.01,0.0,0.0,0.02
16034,Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,2009.0,Adventure,TGL,0.0,0.0,0.01,0.0,0.01
9828,Dora the Explorer: Dora Saves the Mermaids,PS2,2008.0,Platform,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12
8950,Arena Football,XB,2006.0,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15
9265,Rogue Warrior,PS3,2009.0,Shooter,Bethesda Softworks,0.11,0.02,0.0,0.01,0.14
16154,SoulCalibur Legends (JP sales),Wii,2007.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
1213,Dark Cloud,PS2,2000.0,Role-Playing,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54
2713,Kane & Lynch: Dead Men,X360,2007.0,Shooter,Eidos Interactive,0.36,0.31,0.01,0.08,0.76
9799,The Legend of Heroes: Trails of Cold Steel II,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.01,0.0,0.11,0.0,0.12
13376,Black Mirror 2,PC,2009.0,Adventure,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
8864,Doraemon 3: Nobi Dai no Machi SOS!,N64,2000.0,Platform,Epoch,0.0,0.0,0.09,0.06,0.15
7764,Ice Age 2: The Meltdown,GC,2006.0,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19
12237,12-Sai. Honto no Kimochi,3DS,2014.0,Adventure,Happinet,0.0,0.0,0.07,0.0,0.07
12073,Divinity: Original Sin,XOne,2015.0,Role-Playing,Focus Home Interactive,0.04,0.02,0.0,0.01,0.07
11386,Pretty Rhythm: My Deco Rainbow Wedding,3DS,2013.0,Misc,Takara Tomy,0.0,0.0,0.08,0.0,0.08
5967,X-Men Legends II: Rise of Apocalypse,PSP,2005.0,Role-Playing,Activision,0.25,0.01,0.0,0.03,0.29
8173,Virtua Tennis,GBA,2002.0,Sports,Atari,0.13,0.05,0.0,0.0,0.18
7386,Transformer: Rise of the Dark Spark,PS4,2014.0,Action,Activision,0.07,0.1,0.01,0.04,0.21
13306,Gaist Crusher,3DS,2013.0,Action,Capcom,0.0,0.0,0.05,0.0,0.05
9801,Yard Sale Hidden Treasures: Sunnyville,DS,2010.0,Puzzle,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12
2113,Tetris 2,NES,1993.0,Puzzle,Nintendo,0.62,0.13,0.21,0.02,0.98
3577,Cabela's Big Game Hunter 2005 Adventures,PS2,2004.0,Sports,Activision,0.28,0.21,0.0,0.07,0.56
8014,Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003.0,Action,Vivendi Games,0.09,0.07,0.0,0.02,0.18
5181,One Piece: Gigant Battle!,DS,2010.0,Fighting,Namco Bandai Games,0.0,0.0,0.36,0.0,0.36
3965,The Mummy Returns,PS2,2001.0,Action,Universal Interactive,0.25,0.19,0.0,0.06,0.5
8911,Metal Gear Solid: Peace Walker HD Edition,PS3,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15
170,Final Fantasy XIII,PS3,2009.0,Role-Playing,Square Enix,1.74,1.24,1.87,0.52,5.36
15802,Davis Cup Tennis,GBA,2002.0,Sports,Ubisoft,0.01,0.0,0.0,0.0,0.02
5126,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,2000.0,Role-Playing,ChunSoft,0.0,0.0,0.32,0.05,0.37
7194,Dino Stalker,PS2,2002.0,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22
11624,Ultimate Fighting Championship: Throwdown,GC,2002.0,Fighting,Ubisoft,0.06,0.02,0.0,0.0,0.08
16014,Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006.0,Shooter,Ubisoft,0.0,0.0,0.01,0.0,0.01
7498,Battle of Giants: Dinosaurs Strike,Wii,2010.0,Strategy,Ubisoft,0.15,0.04,0.0,0.02,0.2
13823,Burnout Paradise: The Ultimate Box,X360,2009.0,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.04
9073,Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012.0,Action,Marvelous Entertainment,0.0,0.0,0.14,0.0,0.14
3284,Formula 1: Championship Edition,PS3,2006.0,Racing,Sony Computer Entertainment,0.0,0.57,0.04,0.0,0.61
11899,J Legend Retsuden,3DS,2013.0,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11934,Vampire Knight DS,DS,2009.0,Adventure,D3Publisher,0.0,0.0,0.07,0.0,0.07
6884,Tony Hawk's American Sk8land,GBA,2005.0,Sports,Activision,0.17,0.06,0.0,0.0,0.24
4104,Destroy All Humans! 2,PS2,2006.0,Action,THQ,0.4,0.02,0.0,0.07,0.48
7702,Shaman King: Spirit of Shamans,PS,2002.0,Action,Namco Bandai Games,0.0,0.0,0.18,0.01,0.2
5844,Jumping Flash!,PS,1995.0,Platform,Sony Computer Entertainment,0.05,0.03,0.21,0.02,0.3
10437,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
1636,Mario Power Tennis,GC,2004.0,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22
4316,Lego Batman 3: Beyond Gotham,3DS,2014.0,Action,Warner Bros. Interactive Entertainment,0.21,0.21,0.0,0.04,0.45
2305,TouchMaster 2,DS,2008.0,Puzzle,Midway Games,0.3,0.49,0.0,0.1,0.9
523,Need for Speed: Hot Pursuit,PS3,2010.0,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81
12018,Heavenly Guardian,Wii,2007.0,Shooter,505 Games,0.06,0.0,0.0,0.0,0.07
9383,Phantom Brave: We Meet Again,Wii,2009.0,Role-Playing,Nippon Ichi Software,0.12,0.0,0.01,0.01,0.13
6480,We Cheer 2,Wii,2009.0,Simulation,Namco Bandai Games,0.24,0.0,0.0,0.02,0.26
6841,Stella Glow,3DS,2015.0,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24
8344,Zoo Hospital,Wii,2008.0,Simulation,Majesco Entertainment,0.14,0.01,0.0,0.01,0.17
1565,.hack//Infection Part 1,PS2,2002.0,Role-Playing,Atari,0.49,0.38,0.26,0.13,1.27
1387,Final Fantasy III,NES,1990.0,Role-Playing,SquareSoft,0.0,0.0,1.39,0.01,1.4
253,Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37
11994,Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,PSP,2009.0,Action,Irem Software Engineering,0.0,0.0,0.07,0.0,0.07
11581,Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2013.0,Role-Playing,Aqua Plus,0.0,0.0,0.08,0.0,0.08
8065,LEGO Marvel's Avengers,3DS,2016.0,Action,Warner Bros. Interactive Entertainment,0.07,0.08,0.01,0.01,0.18
13467,Runaway: A Twist of Fate,PC,2009.0,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04
151,LEGO Star Wars: The Complete Saga,Wii,2007.0,Action,LucasArts,3.66,1.63,0.0,0.53,5.83
8096,FIFA Soccer 11,PC,2010.0,Sports,Electronic Arts,0.0,0.14,0.0,0.04,0.18
16552,E.T. The Extra-Terrestrial,GBA,2001.0,Action,NewKidCo,0.01,0.0,0.0,0.0,0.01
13232,Koihime Musou,PS2,2008.0,Adventure,Yeti,0.0,0.0,0.05,0.0,0.05
353,Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61
16462,Rugby World Cup 2015,PC,2015.0,Sports,Ubisoft,0.0,0.01,0.0,0.0,0.01
3439,Mega Man X7,PS2,2003.0,Action,Capcom,0.22,0.17,0.14,0.06,0.58
1388,Battlefield 4,PC,2013.0,Shooter,Electronic Arts,0.38,0.86,0.0,0.16,1.4
6443,Lowrider,PS2,2002.0,Misc,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26
14517,Galaxy Angel II: Mugen Kairou no Kagi,PS2,2007.0,Strategy,Broccoli,0.0,0.0,0.03,0.0,0.03
11472,Prey the Stars,DS,2008.0,Action,Tecmo Koei,0.07,0.0,0.0,0.01,0.08
10570,World Snooker Championship 2007,PS3,2007.0,Sports,Sega,0.0,0.1,0.0,0.0,0.1
8862,Mirror's Edge Catalyst,XOne,2016.0,Platform,Electronic Arts,0.08,0.05,0.0,0.02,0.15
6278,M&M's Blast!,GBA,2001.0,Puzzle,Unknown,0.2,0.07,0.0,0.0,0.27
8111,Batman: Vengeance,GBA,2001.0,Adventure,Ubisoft,0.13,0.05,0.0,0.0,0.18
13751,Meteos: Disney Magic,DS,2007.0,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.04
13099,Kinnikuman Muscle Grand Prix Max,PS2,2006.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
13718,World Series Baseball,SAT,1994.0,Sports,Sega,0.0,0.0,0.04,0.0,0.04
6358,Mat Hoffman's Pro BMX,GBA,2001.0,Sports,Activision,0.19,0.07,0.0,0.0,0.27
8566,International Superstar Soccer Deluxe,SNES,1995.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16
10852,Speed Kings,PS2,2003.0,Racing,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.09
10963,Transformers: Devastation,X360,2015.0,Action,Activision,0.06,0.02,0.0,0.01,0.09
7260,Just Dance 2016,PS3,2015.0,Misc,Ubisoft,0.1,0.08,0.0,0.04,0.22
16375,"Crouching Tiger, Hidden Dragon",XB,2003.0,Action,Ubisoft,0.01,0.0,0.0,0.0,0.01
14339,Dragon's Dogma Online,PS3,2015.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03
16590,Mezase!! Tsuri Master DS,DS,2009.0,Sports,Hudson Soft,0.0,0.0,0.01,0.0,0.01
3958,Tiger Woods PGA Tour 07,PS3,2006.0,Sports,Electronic Arts,0.31,0.12,0.0,0.07,0.5
15784,Gears of War,PC,2007.0,Shooter,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02
454,Borderlands 2,X360,2012.0,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
2263,Disney Magical World,3DS,2013.0,Adventure,Nintendo,0.16,0.2,0.53,0.03,0.92
4177,Valkyrie Profile 2: Silmeria,PS2,2006.0,Role-Playing,Square Enix,0.04,0.03,0.39,0.01,0.47
5213,Guitar Hero: Smash Hits,PS3,2009.0,Misc,Activision,0.2,0.11,0.0,0.05,0.36
15085,Prison Architect,PS4,2016.0,Action,Introversion Software,0.01,0.01,0.0,0.0,0.02
9936,Turok: Evolution,GBA,2002.0,Shooter,Acclaim Entertainment,0.08,0.03,0.0,0.0,0.12
14012,Monster Force,GBA,2002.0,Shooter,Universal Interactive,0.03,0.01,0.0,0.0,0.04
5756,Goemon's Great Adventure,N64,1998.0,Platform,Konami Digital Entertainment,0.06,0.02,0.13,0.1,0.31
10781,EyeCreate,PS3,2007.0,Misc,Sony Computer Entertainment,0.0,0.08,0.0,0.02,0.1
8546,Angry Birds Trilogy,PS3,2012.0,Action,Activision,0.12,0.02,0.0,0.02,0.16
6530,Evolution Skateboarding,PS2,2002.0,Sports,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.26
1742,EA Sports Active: More Workouts,Wii,2009.0,Sports,Electronic Arts,0.78,0.28,0.0,0.1,1.16
12689,Catwoman,XB,2004.0,Action,Electronic Arts,0.04,0.01,0.0,0.0,0.06
4133,Midnight Club: Street Racing,GBA,2001.0,Racing,Rebellion,0.34,0.13,0.0,0.01,0.48
10799,Digimon Story: Super Xros Wars Blue/Red,DS,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
8958,Geometry Wars: Galaxies,DS,2007.0,Shooter,Vivendi Games,0.13,0.0,0.0,0.01,0.15
14032,Jane's Hotel,DS,2010.0,Simulation,Unknown,0.03,0.0,0.0,0.0,0.04
12715,Senritsu no Stratus,PSP,2011.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
8054,Vietcong: Purple Haze,PS2,2004.0,Shooter,Gathering of Developers,0.09,0.07,0.0,0.02,0.18
8279,The King of Fighters '97,SAT,1998.0,Fighting,SNK,0.0,0.0,0.17,0.0,0.17
6168,Hannah Montana: Spotlight World Tour,PS2,2008.0,Action,Disney Interactive Studios,0.12,0.02,0.0,0.14,0.28
10349,Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11
15435,Tenkai Knights: Brave Battle,3DS,2014.0,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02
4863,Boku no Natsuyasumi,PS,2000.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.37,0.03,0.4
14967,Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003.0,Action,Capcom,0.02,0.01,0.0,0.0,0.02
16200,Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,2007.0,Strategy,D3Publisher,0.0,0.0,0.01,0.0,0.01
7660,How to Train Your Dragon 2,X360,2014.0,Adventure,Little Orbit,0.05,0.13,0.0,0.02,0.2
840,Just Dance 3,X360,2011.0,Misc,Ubisoft,1.47,0.4,0.0,0.16,2.03
4775,FIFA Soccer 13,PC,2012.0,Action,Electronic Arts,0.02,0.31,0.0,0.07,0.41
4945,Just Dance 4,WiiU,2012.0,Misc,Ubisoft,0.22,0.14,0.0,0.03,0.39
14530,Muv-Luv Alternative: Total Eclipse,PS3,2013.0,Simulation,5pb,0.0,0.0,0.03,0.0,0.03
710,Kirby: Nightmare in Dream Land,GBA,2002.0,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27
7579,Camping Mama: Outdoor Adventures,DS,2011.0,Simulation,505 Games,0.13,0.06,0.0,0.02,0.2
5552,EA Playground,DS,2007.0,Sports,Electronic Arts,0.29,0.01,0.0,0.03,0.33
9201,The Darkness II,PC,2012.0,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14
10994,Pokemon Rumble World,3DS,2015.0,Action,Nintendo,0.0,0.01,0.08,0.0,0.09
13809,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010.0,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
4703,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PSP,2009.0,Shooter,Activision,0.17,0.15,0.0,0.09,0.41
13444,Secret Files: Tunguska,PC,2006.0,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.01,0.05
8732,Deadly Premonition,PS3,2010.0,Action,Rising Star Games,0.08,0.05,0.0,0.02,0.15
8354,Space Griffon VF-9,PS,1995.0,Role-Playing,Panther Software,0.02,0.02,0.12,0.01,0.17
14543,Commander: Conquest of the Americas,PC,2010.0,Strategy,Paradox Interactive,0.0,0.02,0.0,0.01,0.03
3436,FIFA Soccer 10,DS,2009.0,Sports,Electronic Arts,0.14,0.37,0.0,0.07,0.59
15411,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA,2006.0,Action,Atari,0.01,0.01,0.0,0.0,0.02
1548,Twisted Metal 4,PS,1999.0,Racing,989 Studios,1.07,0.16,0.0,0.04,1.28
10491,Castlevania: Lords of Shadow 2,X360,2014.0,Action,Konami Digital Entertainment,0.02,0.07,0.0,0.01,0.1
10721,Burnout Paradise: The Ultimate Box,PC,2009.0,Racing,Electronic Arts,0.0,0.08,0.0,0.01,0.1
2170,The Witcher 2: Assassins of Kings,PC,2011.0,Action,Namco Bandai Games,0.25,0.56,0.0,0.15,0.96
13593,No Rules: Get Phat,GBA,2001.0,Action,TDK Mediactive,0.03,0.01,0.0,0.0,0.04
429,Enter the Matrix,PS2,2003.0,Action,Atari,1.78,1.12,0.09,0.19,3.18
6965,Street Fighter EX2 Plus,PS,1998.0,Fighting,Virgin Interactive,0.13,0.09,0.0,0.02,0.23
13324,Pet Vet: Down Under,DS,2009.0,Simulation,Deep Silver,0.04,0.0,0.0,0.0,0.05
13390,Rimo-Cocoron,PS2,2001.0,Action,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05
12228,Dream C Club,X360,2009.0,Simulation,D3Publisher,0.0,0.0,0.07,0.0,0.07
2176,World Championship Poker,PS2,2004.0,Misc,Play It,0.8,0.03,0.0,0.13,0.95
6944,Afro Samurai,X360,2009.0,Action,Atari,0.16,0.05,0.0,0.02,0.24
14627,DeathSmiles II,X360,2010.0,Shooter,Cave,0.0,0.0,0.03,0.0,0.03
13581,Katekyoo Hitman Reborn! Battle Arena,PSP,2008.0,Fighting,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04
1137,Rage,X360,2011.0,Shooter,Bethesda Softworks,0.82,0.61,0.03,0.15,1.62
10330,The Cheetah Girls: Pop Star Sensations,DS,2007.0,Misc,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.11
10411,Help Wanted: 50 Wacky Jobs,Wii,2008.0,Simulation,Hudson Soft,0.06,0.04,0.0,0.01,0.11
6298,Beamrider,2600,1984.0,Racing,Activision,0.26,0.01,0.0,0.0,0.27
12980,Powerdrome,PS2,2004.0,Racing,Evolved Games,0.03,0.02,0.0,0.01,0.05
1365,Resident Evil (Remake),GC,2002.0,Action,Capcom,0.63,0.38,0.35,0.05,1.42
10356,Jupiter Strike,PS,1994.0,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
6604,Formula One 2001,PS2,2001.0,Racing,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26
5070,Dance Dance Revolution Ultramix 3,XB,2005.0,Simulation,Konami Digital Entertainment,0.28,0.08,0.0,0.01,0.38
6864,The Godfather (US & Others sales),X360,2006.0,Action,Electronic Arts,0.2,0.02,0.0,0.02,0.24
3701,Dance Dance Revolution Ultramix,XB,2003.0,Simulation,Konami Digital Entertainment,0.42,0.11,0.0,0.02,0.54
1612,Ben 10: Protector of Earth,Wii,2007.0,Action,D3Publisher,0.55,0.55,0.0,0.13,1.23
4519,Barnstorming,2600,1981.0,Action,Activision,0.4,0.02,0.0,0.0,0.43
3367,From TV Animation One Piece: Grand Battle 2,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.56,0.04,0.6
3537,Pro Evolution Soccer 2012,PSP,2011.0,Action,Konami Digital Entertainment,0.1,0.12,0.29,0.07,0.57
14713,Timeshock! Pro Pinball,PS,1998.0,Misc,Empire Interactive,0.02,0.01,0.0,0.0,0.03
11945,Rock Band Country Track Pack 2,PS3,2011.0,Misc,MTV Games,0.07,0.0,0.0,0.01,0.07
198,Grand Theft Auto V,XOne,2014.0,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08
9808,Gallop Racer 2000,PS,2000.0,Sports,Tecmo Koei,0.0,0.0,0.11,0.01,0.12
5871,The Sims 2,PC,2004.0,Simulation,Electronic Arts,0.02,0.24,0.0,0.05,0.3
5207,Mystical Ninja starring Goemon,N64,1997.0,Action,Konami Digital Entertainment,0.07,0.02,0.23,0.04,0.36
481,Sonic Heroes,PS2,2003.0,Platform,Sega,1.04,1.37,0.06,0.49,2.96
9985,Fantastic Four: Rise of the Silver Surfer,X360,2007.0,Action,Take-Two Interactive,0.1,0.01,0.0,0.01,0.12
6645,Scrabble,PS,1999.0,Misc,Ubisoft,0.14,0.1,0.0,0.02,0.25
7773,Quantum Theory,PS3,2010.0,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19
13767,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008.0,Shooter,Sega,0.0,0.0,0.04,0.0,0.04
7931,Thoroughbred Breeder,SNES,1993.0,Simulation,Hect,0.0,0.0,0.19,0.0,0.19
14637,Merv Griffin's Crosswords,DS,2008.0,Puzzle,ValuSoft,0.03,0.0,0.0,0.0,0.03
5493,Little Deviants,PSV,2011.0,Platform,Sony Computer Entertainment,0.15,0.13,0.0,0.05,0.33
11848,Invizimals: The Alliance,PSV,2013.0,Action,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07
10038,Primal Rage,PS,1994.0,Fighting,Time Warner Interactive,0.06,0.04,0.0,0.01,0.11
5883,Daikaijyuu Monogatari,SNES,1994.0,Role-Playing,Hudson Soft,0.0,0.0,0.3,0.0,0.3
2738,DJ Hero 2,PS3,2010.0,Misc,Activision,0.47,0.19,0.0,0.09,0.75
15929,Storm Lover Kai!!,PSP,2012.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
10471,Mickey's Speedway USA (weekly JP sales),N64,2000.0,Racing,Nintendo,0.0,0.0,0.1,0.0,0.1
12709,Mayhem 3D,PS3,2011.0,Racing,Evolved Games,0.05,0.0,0.0,0.01,0.06
3587,Need for Speed: Most Wanted,GC,2005.0,Racing,Electronic Arts,0.43,0.11,0.0,0.02,0.56
14096,Hakuouki: Zuisouroku DS,DS,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04
3476,Gex: Enter the Gecko,PS,1998.0,Platform,BMG Interactive Entertainment,0.32,0.22,0.0,0.04,0.58
